# Tetracene Calculated Energies, (nx, ny, energy)
1.000000000000000000e+00, 1.000000000000000000e+00, 5.204321934246141979e+00
2.000000000000000000e+00, 1.000000000000000000e+00, 6.428378453180833674e+00
3.000000000000000000e+00, 1.000000000000000000e+00, 8.468472651405321017e+00
4.000000000000000000e+00, 1.000000000000000000e+00, 1.132460452891960401e+01
5.000000000000000000e+00, 1.000000000000000000e+00, 1.499677408572368087e+01
6.000000000000000000e+00, 1.000000000000000000e+00, 1.948498132181755693e+01
1.000000000000000000e+00, 2.000000000000000000e+00, 1.959323121804987622e+01
2.000000000000000000e+00, 2.000000000000000000e+00, 2.081728773698456791e+01
3.000000000000000000e+00, 2.000000000000000000e+00, 2.285738193520905526e+01
7.000000000000000000e+00, 1.000000000000000000e+00, 2.478922623720122331e+01
4.000000000000000000e+00, 2.000000000000000000e+00, 2.571351381272333469e+01
5.000000000000000000e+00, 2.000000000000000000e+00, 2.938568336952742044e+01
8.000000000000000000e+00, 1.000000000000000000e+00, 3.090950883187468179e+01
6.000000000000000000e+00, 2.000000000000000000e+00, 3.387389060562128407e+01
9.000000000000000000e+00, 1.000000000000000000e+00, 3.784582910583794302e+01
7.000000000000000000e+00, 2.000000000000000000e+00, 3.917813552100495400e+01
1.000000000000000000e+00, 3.000000000000000000e+00, 4.357474669105609166e+01
2.000000000000000000e+00, 3.000000000000000000e+00, 4.479880320999078691e+01
8.000000000000000000e+00, 2.000000000000000000e+00, 4.529841811567841603e+01
1.000000000000000000e+01, 1.000000000000000000e+00, 4.559818705909099634e+01
3.000000000000000000e+00, 3.000000000000000000e+00, 4.683889740821526715e+01
4.000000000000000000e+00, 3.000000000000000000e+00, 4.969502928572956080e+01
9.000000000000000000e+00, 2.000000000000000000e+00, 5.223473838964167726e+01
5.000000000000000000e+00, 3.000000000000000000e+00, 5.336719884253363944e+01
1.100000000000000000e+01, 1.000000000000000000e+00, 5.416658269163383466e+01
6.000000000000000000e+00, 3.000000000000000000e+00, 5.785540607862750306e+01
1.000000000000000000e+01, 2.000000000000000000e+00, 5.998709634289472348e+01
7.000000000000000000e+00, 3.000000000000000000e+00, 6.315965099401118010e+01
1.200000000000000000e+01, 1.000000000000000000e+00, 6.355101600346647928e+01
1.100000000000000000e+01, 2.000000000000000000e+00, 6.855549197543757600e+01
8.000000000000000000e+00, 3.000000000000000000e+00, 6.927993358868464213e+01
9.000000000000000000e+00, 3.000000000000000000e+00, 7.621625386264788915e+01
1.200000000000000000e+01, 2.000000000000000000e+00, 7.793992528727022773e+01
1.000000000000000000e+01, 3.000000000000000000e+00, 8.396861181590094247e+01
1.100000000000000000e+01, 3.000000000000000000e+00, 9.253700744844380210e+01
1.200000000000000000e+01, 3.000000000000000000e+00, 1.019214407602764396e+02
